,scrublet_threshold
BS-22-E02713,0.5492018833150198
BS-22-T49396,0.5615264953572614
BS-21-G52846,0.6021528189198269
BS-21-K19232,0.17513015958691408
BS-21-X68276,0.5499373070987652
BS-21-E23779,0.47498536841479383
